Battery power,Bluetooth,Microprocessor Speed,Double line,MegaPixels,4G,Internal Memory,Thickness,Weight,core number,Rear Camera MP,Resolution Height,Resolution Width,RAM,Battery Shoulder,3G,Touch,WiFi,Price range,color
720,0,0.4,0,0,0,60,0.6,96,7,8,347,733,2799,5,0,0,0,2,Yeşil
989,0,2,0,4,0,7,0.2,66,3,9,256,394,3892,9,0,0,0,2,Pembe
858,0,2.2,0,0,0,50,0,84,0,2,528,406,3978,3,0,0,0,2,Beyaz
832,0,0.5,0,0,0,5,0,65,5,2,9,944,3946,4,0,0,0,2,Siyah
649,0,0.4,0,4,0,9,0.8,90,7,2,344,550,739,2,0,0,0,4,Gri
546,0,0.5,0,3,0,6,0.2,0,0,4,90,307,3520,9,0,0,0,2,Mavi
509,0,0.6,0,2,0,9,0,93,5,5,37,224,503,2,0,0,0,4,Kırmızı
940,0,0,0,0,0,5,0.2,94,4,0,588,809,820,3,0,0,0,3,Pembe
893,0,0.5,0,0,0,23,0,79,8,3,203,432,482,7,0,0,0,0,Beyaz
820,0,0.9,0,9,0,2,0.3,4,0,8,97,803,2430,6,0,0,0,0,Pembe
875,0,0.4,0,0,0,43,0.6,4,8,3,902,969,3396,8,0,0,0,2,Mavi
920,0,2,0,5,0,25,0.4,5,7,4,209,78,785,5,0,0,0,4,Siyah
897,0,3,0,0,0,20,0.5,92,8,2,300,935,273,3,0,0,0,4,Mavi
808,0,2.3,0,3,0,45,0.8,60,0,9,526,324,3430,3,0,0,0,2,Yeşil
804,0,0.4,0,0,0,9,0.4,40,2,2,756,786,3556,6,0,0,0,2,Turuncu
872,0,0.9,0,5,0,35,0.6,0,3,4,546,879,2409,9,0,0,0,2,Kırmızı
28,0,0.4,0,2,0,53,0.4,84,5,4,609,370,2982,2,0,0,0,2,Kırmızı
970,0,0.3,0,5,0,59,0.2,84,7,9,765,786,3675,2,0,0,0,2,Pembe
342,0,2.8,0,0,0,50,0,73,0,8,27,620,2644,0,0,0,0,0,Sarı
27,0,0.5,0,2,0,64,0.9,3,2,7,698,747,3786,2,0,0,0,2,Gri
753,0,0.7,0,4,0,40,0.6,90,4,0,652,983,2,5,0,0,0,3,Pembe
508,0,0.3,0,0,0,50,0.7,82,5,9,2,95,2075,4,0,0,0,3,Siyah
530,0,0,0,0,0,63,0.7,89,7,4,45,903,2958,9,0,0,0,0,Yeşil
672,0,0.7,0,0,0,44,0.5,72,8,4,250,435,348,7,0,0,0,3,Pembe
995,0,0.3,0,0,0,0,0,4,4,3,258,889,609,5,0,0,0,4,Gri
802,0,0.3,0,4,0,42,0,62,7,5,380,550,3338,0,0,0,0,2,Turkuaz
600,0,0.7,0,3,0,6,0.8,69,4,0,808,827,2650,9,0,0,0,0,Turuncu
730,0,2,0,0,0,20,0,43,4,0,408,23,595,2,0,0,0,3,Mavi
909,0,0.4,0,0,0,53,0.3,82,8,0,635,973,3087,4,0,0,0,0,Mor
220,0,0.5,0,0,0,28,0.5,39,0,7,895,976,2438,0,0,0,0,2,Turkuaz
836,0,2,0,0,0,30,0.2,84,7,5,276,230,3072,5,0,0,0,2,Sarı
582,0,2.8,0,2,0,44,0.5,2,6,3,486,797,3890,0,0,0,0,2,Kahverengi
39,0,0.3,0,0,0,2,0.8,200,8,0,428,827,609,0,0,0,0,3,Mor
205,0,0,0,4,0,6,0,30,4,8,454,473,2632,5,0,0,0,0,Sarı
330,0,0.5,0,8,0,55,0.9,46,3,5,62,530,732,0,0,0,0,3,Gri
820,0,0.5,0,2,0,58,0.3,60,4,4,468,694,284,7,0,0,0,4,Kırmızı
702,0,2.3,0,2,0,52,0.5,45,2,5,397,490,2500,4,0,0,0,2,Beyaz
597,0,0.9,0,4,0,4,0.5,85,0,9,880,45,2030,5,0,0,0,0,Beyaz
602,0,0.7,0,6,0,35,0.6,80,5,2,294,337,3069,6,0,0,0,0,Yeşil
449,0,0.8,0,3,0,0,0.2,44,0,2,508,883,32,8,0,0,0,3,Sarı
586,0,2.8,0,2,0,5,0.2,83,3,0,240,854,2592,3,0,0,0,3,Kahverengi
877,0,0.5,0,0,0,7,0,95,7,0,64,985,2004,9,0,0,0,3,Yeşil
208,0,2.8,0,3,0,39,0.8,50,7,4,22,746,667,2,0,0,0,3,Yeşil
627,0,0.6,0,3,0,2,0.2,30,7,7,447,809,2476,0,0,0,0,3,Siyah
547,0,2.9,0,2,0,57,0.4,4,0,3,347,957,620,9,0,0,0,3,Mavi
59,0,2.8,0,5,0,8,0.5,83,0,7,680,723,2246,3,0,0,0,3,Mor
874,0,0.3,0,5,0,8,0.5,85,0,20,442,248,582,5,0,0,0,4,Kırmızı
557,0,0.5,0,3,0,7,0.2,89,6,4,322,700,2623,6,0,0,0,3,Mavi
852,0,0,0,4,0,62,0.7,4,7,3,293,59,2253,7,0,0,0,3,Mavi
974,0,0,0,4,0,24,0.3,80,7,3,250,545,860,6,0,0,0,4,Mavi
958,0,0.9,0,0,0,4,0.2,90,2,3,304,637,409,3,0,0,0,3,Gri
300,0,0.5,0,5,0,62,0,56,6,7,209,37,874,0,0,0,0,4,Gri
708,0,0.9,0,0,0,26,0.3,6,7,0,206,620,409,6,0,0,0,4,Pembe
63,0,2,0,0,0,9,0.9,32,2,0,728,808,2940,5,0,0,0,0,Turkuaz
944,0,0.5,0,5,0,36,0,97,6,8,60,970,584,3,0,0,0,3,Yeşil
973,0,0.5,0,5,0,53,0.5,96,5,7,5,588,860,6,0,0,0,3,Mor
804,0,0.5,0,9,0,22,0.6,53,7,9,58,244,3472,20,0,0,0,2,Turuncu
23,0,2.3,0,5,0,30,0.2,80,8,7,5,744,2086,9,0,0,0,3,Siyah
837,0,0,0,5,0,2,0.9,3,8,6,420,539,2294,20,0,0,0,2,Kahverengi
989,0,2.9,0,8,0,7,0,93,8,5,629,682,2369,8,0,0,0,0,Sarı
90,0,0.3,0,6,0,26,0.8,84,0,20,680,683,604,9,0,0,0,3,Turkuaz
460,0,2.4,0,3,0,40,0.5,40,7,4,265,298,3799,4,0,0,0,2,Yeşil
909,0,0.5,0,0,0,3,0.3,59,0,5,275,570,28,7,0,0,0,4,Beyaz
7,0,0.6,0,0,0,30,0.2,46,2,7,258,627,2003,4,0,0,0,0,Pembe
824,0,0.9,0,9,0,2,0.7,3,0,4,50,5,3958,9,0,0,0,2,Mavi
436,0,2.4,0,3,0,23,0.3,6,5,4,89,400,2488,8,0,0,0,0,Kahverengi
686,0,0.5,0,4,0,28,0.8,82,5,8,599,73,780,5,0,0,0,4,Gri
942,0,0.4,0,8,0,27,0.5,90,4,9,754,532,587,3,0,0,0,4,Mavi
904,0,0.6,0,5,0,4,0.2,2,8,9,56,760,846,3,0,0,0,3,Turkuaz
589,0,2.5,0,5,0,50,0.8,95,0,8,800,743,2602,6,0,0,0,0,Pembe
697,0,0.5,0,0,0,60,0,90,4,0,88,46,440,0,0,0,0,4,Turkuaz
808,0,0.5,0,0,0,8,0,92,4,0,608,890,3762,2,0,0,0,2,Pembe
972,0,0.3,0,8,0,44,0.7,82,7,0,297,589,3925,7,0,0,0,2,Turkuaz
208,0,2.9,0,5,0,6,0,75,0,9,690,28,2200,2,0,0,0,3,Yeşil
704,0,0.5,0,7,0,30,0.4,20,2,0,287,627,3707,9,0,0,0,2,Pembe
802,0,0.5,0,3,0,43,0.6,53,5,6,527,734,3063,4,0,0,0,0,Turkuaz
839,0,2,0,0,0,4,0.4,75,7,3,564,390,3835,0,0,0,0,2,Turkuaz
809,0,2.5,0,0,0,0,0.2,83,8,0,438,822,94,5,0,0,0,4,Siyah
75,0,0.6,0,0,0,25,0,45,2,2,37,500,3053,2,0,0,0,0,Gri
759,0,0.4,0,0,0,5,0.4,0,4,3,382,63,2007,6,0,0,0,0,Kahverengi
956,0,0.9,0,0,0,42,0,33,7,0,403,604,3700,7,0,0,0,2,Sarı
623,0,0.4,0,0,0,5,0.2,89,3,0,778,844,3500,8,0,0,0,0,Pembe
439,0,0.9,0,2,0,20,0.8,47,0,7,626,932,790,5,0,0,0,3,Mavi
404,0,2.6,0,0,0,27,0.6,37,4,20,804,564,302,8,0,0,0,4,Turuncu
540,0,2.3,0,4,0,50,0.4,200,8,7,2,226,403,2,0,0,0,4,Turuncu
404,0,2,0,2,0,54,0.8,99,7,3,262,829,3799,7,0,0,0,2,Kırmızı
2,0,0.5,0,4,0,39,0,60,4,6,882,95,2802,0,0,0,0,0,Pembe
554,0,2.8,0,7,0,23,0,5,6,8,699,492,2084,20,0,0,0,0,Mavi
570,0,0.6,0,0,0,43,0.5,40,3,8,224,783,2587,8,0,0,0,3,Kırmızı
95,0,2,0,0,0,23,0,82,4,9,63,0,980,7,0,0,0,4,Yeşil
853,0,0.5,0,0,0,27,0.3,97,6,3,985,5,973,8,0,0,0,0,Mor
502,0,0.7,0,2,0,6,0.7,62,7,7,205,884,2335,7,0,0,0,0,Kırmızı
22,0,2.8,0,0,0,28,0.6,84,3,4,578,963,402,3,0,0,0,3,Pembe
50,0,0.5,0,4,0,27,0,34,0,7,234,947,600,6,0,0,0,3,Sarı
404,0,2.2,0,0,0,49,0.5,0,4,0,30,887,2290,2,0,0,0,3,Kırmızı
896,0,0,0,3,0,4,0.3,0,0,4,379,469,60,4,0,0,0,3,Yeşil
822,0,0.2,0,0,0,8,0.2,95,6,0,72,900,2577,8,0,0,0,0,Mavi
205,0,0.5,0,3,0,2,0.6,75,4,6,573,604,860,4,0,0,0,4,Mor
308,0,2.4,0,0,0,45,0,36,2,7,83,660,755,9,0,0,0,4,Turuncu
83,0,2.9,0,0,0,39,0,73,8,2,523,542,3248,6,0,0,0,0,Gri
632,0,0.4,0,0,0,40,0,32,4,0,706,623,2604,5,0,0,0,0,Turuncu
526,0,2,0,0,0,23,0.2,7,7,8,708,750,2227,3,0,0,0,0,Turkuaz
935,0,0.5,0,3,0,58,0,55,5,2,639,87,2473,9,0,0,0,0,Mavi
650,0,2.3,0,0,0,38,0.7,89,0,0,773,880,324,2,0,0,0,4,Siyah
957,0,2.5,0,4,0,7,0.8,7,5,0,200,485,846,7,0,0,0,3,Pembe
524,0,2.6,0,5,0,57,0.5,24,2,2,629,635,947,6,0,0,0,4,Siyah
505,0,2.6,0,0,0,56,0.9,84,3,0,438,593,262,20,0,0,0,4,Kahverengi
703,0,0.5,0,5,0,23,0.2,92,6,7,34,520,793,7,0,0,0,4,Siyah
853,0,2,0,0,0,3,0.6,200,2,6,674,740,3700,8,0,0,0,2,Mor
758,0,0.5,0,0,0,3,0.6,90,8,4,762,864,897,5,0,0,0,0,Kahverengi
589,0,2.2,0,2,0,58,0,28,4,4,957,900,3960,4,0,0,0,2,Kahverengi
500,0,0.9,0,5,0,24,0.6,36,3,8,367,264,2378,4,0,0,0,3,Turuncu
994,0,0.5,0,2,0,7,0.5,46,8,7,447,435,3622,20,0,0,0,2,Turkuaz
702,0,0.4,0,0,0,63,0.5,37,7,2,747,26,3652,9,0,0,0,2,Yeşil
554,0,2.7,0,3,0,47,0.7,85,5,2,309,367,509,9,0,0,0,4,Yeşil
7,0,0.5,0,0,0,2,0.6,44,7,8,798,807,2895,6,0,0,0,0,Siyah
23,0,0.7,0,2,0,63,0.7,53,7,8,367,985,3055,7,0,0,0,2,Siyah
300,0,2.3,0,3,0,5,0.2,50,5,0,954,970,2508,5,0,0,0,0,Turuncu
596,0,0.4,0,8,0,46,0.6,65,0,8,953,984,2505,5,0,0,0,3,Kırmızı
34,0,2.6,0,2,0,45,0.3,90,3,4,82,293,969,7,0,0,0,4,Gri
3,0,0.6,0,0,0,25,0.3,45,0,0,47,302,277,2,0,0,0,4,Siyah
923,0,0.3,0,3,0,24,0,86,4,4,874,264,2479,5,0,0,0,0,Siyah
987,0,2,0,0,0,20,0.8,92,7,3,402,565,454,8,0,0,0,4,Mor
0,0,0.8,0,0,0,30,0.2,48,2,7,387,269,2096,9,0,0,0,3,Yeşil
686,0,2.7,0,0,0,36,0,94,4,0,64,745,503,3,0,0,0,4,Turuncu
966,0,0.4,0,2,0,40,0.9,85,8,8,97,987,85,20,0,0,0,0,Mor
232,0,2.9,0,0,0,24,0.3,69,5,7,360,809,257,6,0,0,0,4,Turuncu
380,0,2,0,0,0,4,0.8,92,3,3,420,500,797,5,0,0,0,4,Beyaz
765,0,2.9,0,0,0,8,0,53,7,0,6,793,66,6,0,0,0,4,Yeşil
557,0,2.8,0,6,0,2,0,23,5,20,7,442,2690,9,0,0,0,2,Gri
764,0,0.2,0,0,0,3,0,52,8,2,360,500,3048,6,0,0,0,0,Kırmızı
344,0,0.5,0,0,0,4,0.5,90,0,3,409,556,2074,5,0,0,0,3,Gri
0,0,0,0,4,0,36,0.2,30,7,8,480,749,2260,6,0,0,0,3,Sarı
856,0,0.5,0,0,0,24,0,55,5,0,277,55,2052,0,0,0,0,0,Gri
973,0,0.5,0,3,0,20,0.8,95,8,7,27,507,724,8,0,0,0,3,Beyaz
873,0,0.5,0,6,0,8,0.6,52,7,9,257,400,575,7,0,0,0,4,Yeşil
623,0,2,0,2,0,6,0,27,3,4,44,672,3657,9,0,0,0,0,Mavi
895,0,0.5,0,2,0,5,0.7,34,0,0,725,335,774,6,0,0,0,3,Yeşil
684,0,0.9,0,3,0,63,0,57,5,9,59,738,3756,2,0,0,0,2,Kırmızı
737,0,2.4,0,7,0,49,0.6,93,4,6,780,463,2950,0,0,0,0,0,Beyaz
954,0,0.5,0,0,0,50,0.3,34,2,0,228,58,438,2,0,0,0,4,Pembe
329,0,0,0,0,0,52,0.9,80,6,2,53,458,228,6,0,0,0,3,Turkuaz
57,0,2,0,4,0,5,0.5,54,5,3,406,55,3705,3,0,0,0,2,Gri
279,0,2.5,0,5,0,7,0.5,5,6,6,560,633,50,7,0,0,0,3,Kırmızı
770,0,0.5,0,0,0,33,0,57,3,7,776,247,920,0,0,0,0,4,Siyah
806,0,0.5,0,4,0,4,0.9,98,3,3,49,558,8,5,0,0,0,4,Pembe
395,0,0.8,0,0,0,23,0,0,3,0,203,705,2570,3,0,0,0,0,Beyaz
450,0,0.5,0,5,0,57,0.6,80,8,2,802,456,3038,8,0,0,0,2,Mor
278,0,0.2,0,0,0,60,0.6,72,7,4,244,504,3042,9,0,0,0,2,Beyaz
502,0,0.5,0,0,0,52,0,30,0,4,333,952,3002,7,0,0,0,0,Kırmızı
472,0,3,0,4,0,20,0.3,69,2,6,443,892,797,0,0,0,0,4,Gri
250,0,0.5,0,0,0,29,0.7,33,6,6,308,590,52,0,0,0,0,4,Pembe
748,0,0.7,0,0,0,27,0.9,50,8,4,450,554,2026,7,0,0,0,3,Yeşil
456,0,0.6,0,9,0,39,0,80,8,0,805,666,3998,3,0,0,0,2,Kırmızı
625,0,0.9,0,2,0,33,0.2,90,0,20,430,550,3800,2,0,0,0,0,Sarı
37,0,2.2,0,6,0,3,0.9,73,5,7,250,285,306,7,0,0,0,4,Siyah
940,0,2.9,0,0,0,6,0.7,5,4,0,499,90,2092,9,0,0,0,3,Turuncu
387,0,0.5,0,0,0,60,0.5,98,3,0,785,50,629,0,0,0,0,4,Siyah
254,0,0.2,0,2,0,27,0.2,34,2,0,288,372,807,6,0,0,0,4,Kırmızı
549,0,0.5,0,4,0,8,0.4,58,5,7,720,504,998,5,0,0,0,0,Mavi
645,0,0.5,0,0,0,40,0,97,7,0,327,580,2962,4,0,0,0,0,Turuncu
705,0,0.5,0,5,0,57,0.9,55,6,9,4,374,509,8,0,0,0,3,Beyaz
35,0,2,0,0,0,46,0.3,83,0,4,293,846,3029,9,0,0,0,2,Turuncu
840,0,0.5,0,6,0,0,0.3,80,5,4,25,675,957,0,0,0,0,4,Siyah
320,0,2,0,0,0,40,0.6,44,7,2,23,229,542,4,0,0,0,4,Siyah
230,0,0.2,0,5,0,54,0.8,85,3,0,632,84,762,6,0,0,0,3,Gri
485,0,0.9,0,0,0,28,0.8,58,5,0,370,23,3240,0,0,0,0,2,Siyah
935,0,0.5,0,0,0,29,0.6,24,5,9,806,860,455,6,0,0,0,4,Kahverengi
653,0,0.5,0,2,0,37,0.9,76,4,6,447,785,3955,8,0,0,0,2,Mor
280,0,2.8,0,3,0,8,0.3,44,4,9,590,954,850,9,0,0,0,3,Pembe
699,0,0.5,0,0,0,59,0.5,97,4,3,466,768,3796,2,0,0,0,2,Turuncu
780,0,0.3,0,0,0,64,0.2,88,2,7,368,607,3862,9,0,0,0,2,Kırmızı
835,0,2.3,0,4,0,0,0,93,7,3,385,583,448,4,0,0,0,4,Beyaz
447,0,2.5,0,2,0,9,0.2,55,8,6,737,455,568,8,0,0,0,4,Kırmızı
77,0,0.9,0,0,0,29,0.4,90,2,8,78,882,300,9,0,0,0,4,Yeşil
983,0,0.5,0,3,0,43,0,87,6,0,349,676,2775,3,0,0,0,0,Turkuaz
270,0,0.5,0,0,0,2,0.9,60,0,0,260,788,892,20,0,0,0,3,Kırmızı
708,0,0.8,0,8,0,4,0.9,97,4,6,263,345,247,6,0,0,0,3,Siyah
670,0,0.6,0,0,0,47,0.8,39,8,5,706,886,876,5,0,0,0,3,Pembe
825,0,0.5,0,0,0,38,0.4,94,3,8,540,783,706,4,0,0,0,4,Sarı
763,0,0.7,0,,0,2,0.5,92,8,4,28,86,50,8,0,0,0,4,Siyah
236,0,0.9,0,2,0,57,0,88,0,4,507,809,406,20,0,0,0,4,Gri
30,0,0.5,0,0,0,29,0.7,30,0,4,593,327,432,0,0,0,0,4,Turkuaz
26,0,0.7,0,3,0,49,0.9,65,8,7,4,726,3739,3,0,0,0,2,Turkuaz
928,0,2.6,0,5,0,5,0.8,62,5,6,229,4,696,5,0,0,0,4,Turkuaz
696,0,0.7,0,0,0,3,0.9,97,3,2,79,772,523,4,0,0,0,4,Mavi
733,0,2,0,5,0,7,0.2,74,7,0,445,409,403,2,0,0,0,4,Mor
802,0,2.4,0,0,0,45,0.8,57,3,9,299,633,3703,8,0,0,0,2,Gri
67,0,0.8,0,0,0,4,0.2,46,0,5,965,9,966,3,0,0,0,4,Kırmızı
92,0,2.7,0,8,0,45,0.8,85,0,0,404,424,303,20,0,0,0,3,Beyaz
564,0,2.3,0,4,0,25,0.5,89,6,7,259,965,496,7,0,0,0,3,Mor
630,0,2.8,0,0,0,32,0.9,80,6,0,702,726,750,20,0,0,0,0,Kahverengi
906,0,2,0,7,0,8,0,36,2,0,2,793,3402,6,0,0,0,2,Mavi
987,0,0.9,0,4,0,52,0.5,83,3,8,409,736,2757,5,0,0,0,0,Kırmızı
430,0,0.5,0,0,0,56,0.6,90,0,0,56,952,460,8,0,0,0,4,Turuncu
754,0,2,0,0,0,52,0,0,4,3,99,452,3009,9,0,0,0,2,Beyaz
680,0,2.4,0,3,0,34,0.4,57,2,7,686,408,3845,4,0,0,0,2,Yeşil
972,0,0.6,0,0,0,48,0.5,92,8,2,290,804,2872,0,0,0,0,2,Yeşil
963,0,0.5,0,0,0,60,0.8,56,3,3,742,820,2722,6,0,0,0,0,Mor
207,0,0.5,0,3,0,7,0.5,82,4,3,628,632,700,9,0,0,0,3,Sarı
936,0,2.3,0,5,0,57,0.2,29,2,6,657,938,2049,5,0,0,0,3,Turkuaz
962,0,0,0,4,0,2,0.9,25,0,20,608,906,490,4,0,0,0,3,Gri
200,0,0.5,0,2,0,0,0,99,7,7,306,558,495,4,0,0,0,4,Yeşil
29,0,0.8,0,9,0,20,0.6,6,2,0,28,702,400,3,0,0,0,3,Beyaz
609,0,0.9,0,3,0,20,0.9,7,6,9,803,80,464,6,0,0,0,4,Turuncu
730,0,0.5,0,0,0,28,0.5,30,8,0,424,32,774,0,0,0,0,3,Turuncu
842,0,0.8,0,4,0,57,0,24,3,0,348,730,903,4,0,0,0,3,Mor
545,0,0.3,0,5,0,35,0,73,5,20,5,352,3097,6,0,0,0,2,Yeşil
373,0,0,0,2,0,50,0.2,27,7,2,5,673,3800,4,0,0,0,2,Mor
607,0,2.6,0,4,0,29,0.9,3,6,20,283,676,3685,8,0,0,0,2,Gri
590,0,0.6,0,0,0,7,0.3,22,3,7,464,595,200,8,0,0,0,3,Kahverengi
555,0,3,0,5,0,38,0.8,93,2,0,204,970,686,8,0,0,0,3,Yeşil
630,0,0.9,0,2,0,3,0,98,7,2,77,905,300,3,0,0,0,4,Yeşil
904,0,0.7,0,0,0,35,0.6,8,8,2,942,700,643,8,0,0,0,3,Sarı
562,0,0.5,0,0,0,20,0.8,72,8,0,678,676,3465,6,0,0,0,2,Yeşil
770,0,0.5,0,6,0,60,0.2,96,4,9,603,483,3473,4,0,0,0,2,Gri
56,0,0.5,0,6,0,60,0,89,7,9,204,262,796,3,0,0,0,3,Turuncu
936,0,0.9,0,3,0,34,0.2,82,7,4,590,89,670,9,0,0,0,3,Kırmızı
580,0,0.6,0,5,0,56,0.2,80,2,0,523,565,354,3,0,0,0,4,Sarı
446,0,2.8,0,0,0,8,0.3,78,8,0,350,769,3340,6,0,0,0,2,Yeşil
794,0,0.5,0,0,0,2,0.8,6,6,4,222,890,668,9,0,0,0,4,Sarı
550,0,2.7,0,2,0,32,0,26,7,5,540,609,570,4,0,0,0,0,Turuncu
755,0,0.3,0,0,0,24,0,34,7,2,286,75,3937,7,0,0,0,2,Beyaz
544,0,2.4,0,8,0,2,0,86,7,20,470,844,489,2,0,0,0,4,Turkuaz
330,0,0.9,0,6,0,52,0.8,84,4,2,462,304,3269,8,0,0,0,2,Yeşil
924,0,0.5,0,0,0,47,0.3,67,8,6,8,803,620,2,0,0,0,3,Kahverengi
987,0,0.9,0,0,0,50,0.7,9,8,8,960,925,857,6,0,0,0,3,Beyaz
38,0,0.2,0,3,0,43,0.7,40,0,5,4,638,3709,2,0,0,0,2,Kırmızı
688,0,2.5,0,0,0,20,0.2,70,7,0,650,864,3984,8,0,0,0,2,Mor
582,0,0.5,0,8,0,32,0.7,7,3,0,43,702,2977,20,0,0,0,0,Mor
692,0,2.3,0,4,0,46,0.9,39,0,6,674,925,394,6,0,0,0,3,Sarı
47,0,0.8,0,0,0,28,0.7,58,6,3,85,34,2627,5,0,0,0,0,Turkuaz
504,0,2.9,0,5,0,8,0.7,40,2,8,83,492,980,6,0,0,0,4,Kahverengi
849,0,2.3,0,7,0,5,0.4,44,5,9,606,23,3447,9,0,0,0,2,Turuncu
660,0,0.5,0,5,0,40,0.5,0,2,0,262,78,588,8,0,0,0,4,Pembe
854,0,0.9,0,0,0,33,0.4,95,0,0,665,708,675,9,0,0,0,3,Beyaz
628,0,0.8,0,0,0,56,0,36,2,3,500,703,3358,2,0,0,0,2,Yeşil
670,0,3,0,4,0,62,0.5,4,8,20,7,330,3024,20,0,0,0,2,Turuncu
825,0,0.5,0,0,0,23,0,86,2,0,206,907,3278,2,0,0,0,2,Turuncu
890,0,2.2,0,4,0,44,0.5,98,8,3,74,873,750,3,0,0,0,4,Beyaz
703,0,0.6,0,7,0,2,0.4,80,8,9,200,378,485,4,0,0,0,4,Mavi
708,0,2.5,0,4,0,6,0,83,5,6,564,980,3755,8,0,0,0,2,Beyaz
823,0,2.7,0,3,0,60,0.5,48,8,9,822,449,905,7,0,0,0,4,Mavi
705,0,0.9,0,4,0,3,0,70,5,6,79,652,504,3,0,0,0,4,Gri
633,0,2.2,0,0,0,49,0,39,8,0,529,9,3560,6,0,0,0,0,Kırmızı
892,0,0.7,0,5,0,47,0.4,0,4,0,399,564,2072,3,0,0,0,0,Mor
840,0,0.5,0,2,0,34,0.7,42,0,6,300,545,78,0,0,0,0,3,Beyaz
926,0,0.7,0,0,0,33,0.4,72,3,2,982,57,2488,4,0,0,0,0,Mavi
707,0,0.3,0,0,0,62,0.7,30,0,3,609,800,3226,5,0,0,0,2,Turuncu
404,0,0.5,0,0,0,5,0.8,68,2,0,294,233,69,4,0,0,0,4,Turkuaz
755,0,2.8,0,5,0,50,0.3,86,4,2,305,990,2734,6,0,0,0,0,Siyah
57,0,0.8,0,7,0,27,0,88,8,8,694,798,2885,2,0,0,0,2,Gri
496,0,2,0,4,0,42,0.5,82,5,5,96,740,854,7,0,0,0,4,Mor
827,0,0.8,0,4,0,60,0.9,30,7,9,253,764,2693,7,0,0,0,2,Turkuaz
6,0,2.2,0,4,0,22,0.8,35,4,8,35,990,909,7,0,0,0,4,Beyaz
777,0,3,0,3,0,20,0.6,88,6,5,500,606,3868,7,0,0,0,2,Mavi
668,0,2.9,0,7,0,30,0.2,95,8,2,522,56,2399,7,0,0,0,3,Pembe
766,0,0.5,0,0,0,22,0.8,22,8,4,290,308,3297,6,0,0,0,2,Kahverengi
62,0,0.5,0,3,0,39,0.9,24,4,4,570,807,345,0,0,0,0,4,Mor
705,0,2.6,0,9,0,5,0.6,20,6,20,4,849,249,4,0,0,0,3,Yeşil
276,0,2.9,0,2,0,53,0.3,30,2,3,207,735,3798,8,0,0,0,2,Mor
0,0,2.8,0,0,0,40,0.2,7,3,7,922,836,3654,0,0,0,0,2,Mor
772,0,0,0,2,0,39,0.8,80,7,4,304,854,2809,3,0,0,0,2,Siyah
702,0,0.9,0,2,0,23,0,55,7,9,55,663,422,5,0,0,0,3,Mavi
456,0,0.5,0,7,0,7,0.4,5,5,2,823,4,587,20,0,0,0,3,Pembe
648,0,0.5,0,9,0,54,0.4,9,5,20,53,807,3024,3,0,0,0,2,Mavi
794,0,2.5,0,5,0,4,0.6,97,3,9,302,376,2070,8,0,0,0,3,Sarı
89,0,0.4,0,0,0,2,0,53,7,20,200,409,2620,3,0,0,0,0,Siyah
860,0,0.6,0,3,0,48,0.5,87,7,8,335,463,870,8,0,0,0,3,Mor
692,0,2,0,4,0,2,0.9,6,0,7,899,904,3779,7,0,0,0,2,Yeşil
723,0,0,0,0,0,7,0.6,26,3,7,384,360,203,6,0,0,0,3,Mor
720,0,0.5,0,4,0,33,0.5,28,4,5,870,48,707,5,0,0,0,4,Turkuaz
948,0,2.3,0,4,0,22,0,73,5,20,257,654,3499,9,0,0,0,2,Sarı
595,0,2.6,0,0,0,20,0.4,22,2,8,623,806,593,2,0,0,0,4,Sarı
504,0,0.5,0,2,0,46,0.9,72,5,4,280,795,2085,8,0,0,0,3,Siyah
643,0,0,0,9,0,8,0.2,87,8,2,442,79,2648,8,0,0,0,3,Mavi
826,0,0.6,0,3,0,62,0.7,87,4,9,778,605,998,7,0,0,0,3,Sarı
867,0,0.4,0,0,0,4,0.7,35,6,0,70,974,790,3,0,0,0,4,Siyah
89,0,2.3,0,3,0,8,0.5,98,3,4,379,932,893,3,0,0,0,4,Kırmızı
689,0,0.8,0,7,0,24,0.3,27,3,8,954,200,2766,7,0,0,0,2,Sarı
289,0,0.9,0,0,0,25,0,78,6,2,765,899,43,0,0,0,0,4,Siyah
560,0,0.6,0,0,0,27,0.8,74,3,0,662,874,205,3,0,0,0,3,Pembe
523,0,2.6,0,0,0,4,0,55,8,2,304,42,427,9,0,0,0,4,Pembe
449,0,0.5,0,0,0,52,0.6,5,6,0,200,947,2036,0,0,0,0,3,Mor
209,0,0.6,0,5,0,4,0.3,69,6,7,409,698,998,4,0,0,0,0,Turkuaz
835,0,0.8,0,2,0,42,0.8,28,5,8,396,378,2583,3,0,0,0,0,Kahverengi
574,0,2,0,0,0,26,0.5,8,6,2,382,364,303,2,0,0,0,4,Kırmızı
853,0,0,0,2,0,23,0.4,92,0,5,202,950,2775,7,0,0,0,2,Siyah
30,0,0.5,0,0,0,49,0.6,0,5,8,658,878,835,6,0,0,0,3,Siyah
902,0,2,0,0,0,54,0.3,60,8,5,329,53,2330,20,0,0,0,3,Beyaz
260,0,0.5,0,0,0,0,0.2,90,4,0,858,590,348,4,0,0,0,4,Kahverengi
767,0,0.8,0,7,0,0,0.5,7,4,2,507,995,2307,2,0,0,0,0,Kahverengi
500,0,2,0,5,0,45,0.9,68,6,6,483,754,3909,2,0,0,0,2,Pembe
